INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-07-25','2006-11-03','989 994 8328','Port Sudan','SD','active',1);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-10-04','2019-03-15','963 388 1511','Mingyihe','CN','interception',5560);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-08-03','2025-11-10','767 388 8324','Loma','SL','counterintelligence',5561);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-02-08','2007-01-10','829 301 7097','Knjazevac','RS','cancelled',5562);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-06-06','2011-05-08','989 402 6279','Maco','PH','under review',5563);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-03-31','2026-04-28','657 422 7955','Oliveira','PT','rescue',5564);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-07-12','2013-06-28','559 737 5225','Korczew','PL','infiltration',5565);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-02-20','2028-08-18','600 998 9545','Svalyava','UA','reconnaissance',5566);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-05-11','2026-06-22','152 545 9739','Santa Maria da Feira','PT','undercover',5567);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-10-30','2022-03-14','886 962 0637','Jiangduo','CN','high priority',5568);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-04-29','2031-12-08','324 780 4423','Cimalati','ID','infiltration',5569);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-07-31','2008-04-24','728 355 1651','Mineiros','BR','completed',5570);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-10-16','2007-11-28','746 927 3235','Delok','ID','infiltration',5571);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-01-01','2032-08-05','238 533 2229','Prelog','HR','surveillance',5572);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-12-23','2010-04-23','490 284 4285','Karlshamn','SE','completed',5573);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-07-17','2013-03-19','824 553 2725','Cimalati','ID','covert action',5574);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-08-07','2027-05-18','218 442 3032','Brondong','ID','rescue',5575);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-07-29','2032-12-01','355 290 9754','Masindi Port','UG','infiltration',5576);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-05-23','2006-11-14','752 725 3947','Pacet','ID','rescue',5577);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-08-17','2010-12-25','342 584 3899','Cielmice','PL','reconnaissance',5578);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-04-27','2019-10-13','863 567 9784','Cimalati','ID','compromised',5579);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-01-31','2006-07-03','135 127 3987','Arcoverde','BR','cancelled',5580);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-03-16','2028-12-08','779 258 1365','Langtang','NG','reconnaissance',5581);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-08-19','2008-05-02','419 714 6017','Arroyo Seco','MX','ongoing',5582);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-02-07','2019-05-26','353 954 4542','Brzeg Dolny','PL','cancelled',5583);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-06-02','2022-10-30','750 720 4614','Shangkuli','CN','infiltration',5584);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-12-30','2024-01-15','397 100 4485','Xekar','CN','cancelled',5585);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-08-23','2014-01-21','366 437 3479','Cimalati','ID','covert',5586);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-12-08','2021-03-05','354 199 1221','Sam Chuk','TH','compromised',5587);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-08-29','2024-02-23','172 424 8526','Liozon','PH','completed',5588);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-08-16','2010-03-16','471 275 2947','Doloplazy','CZ','rescue',5589);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-09-12','2014-12-28','398 190 5292','Guadalupe','PE','surveillance',5590);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-09-08','2009-03-28','865 956 9465','Cimalati','ID','under review',5591);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-02-09','2016-11-05','514 502 7257','Molochnoye','RU','counterintelligence',5592);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-12-02','2033-09-15','675 672 2041','Cimalati','ID','surveillance',5593);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-07-06','2008-12-28','453 946 3216','Batawa','ID','interception',5594);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-05-23','2028-08-05','566 434 7256','Rivne','UA','high priority',5595);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-07-03','2017-01-25','429 801 7893','Breda','NL','infiltration',5596);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-08-10','2020-02-18','113 743 6205','Surubim','BR','covert action',5597);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-01-27','2012-01-27','485 280 6065','Borovichi','RU','delayed',5598);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-11-05','2031-05-20','236 953 8278','Cibaregbeg','ID','extraction',5599);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-07-20','2029-07-26','268 705 0129','Ujazd','PL','undercover',5600);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-08-26','2012-04-08','511 755 2475','Zhangshui','CN','covert',5601);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-01-04','2018-04-17','786 973 8376','Pemba','MZ','completed',5602);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-11-08','2021-05-15','799 889 0777','Pingyang','CN','undercover',5603);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-07-19','2016-08-20','347 560 4116','Cerenti','ID','reconnaissance',5604);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-08-21','2021-01-19','185 852 6726','Volot','RU','surveillance',5605);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-06-27','2019-07-17','133 545 5357','Cimalati','ID','undercover surveillance',5606);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-01-19','2028-06-25','650 484 8485','Ukhta','RU','completed',5607);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-02-13','2024-04-01','589 434 5437','Cimalati','ID','covert',5608);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-06-01','2016-10-24','957 471 9965','Sinarjaya','ID','high priority',5609);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-06-03','2017-05-16','614 388 6479','Comagascas','PH','counterintelligence',5610);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-12-20','2019-07-08','432 737 5245','Odessa','US','undercover surveillance',5611);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-03-06','2029-06-25','798 907 2766','Cimalati','ID','delayed',5612);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-04-12','2030-08-20','795 873 1292','Chmielno','PL','surveillance',5613);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-05-10','2017-08-15','859 893 0777','Matou','CN','reconnaissance',5614);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-05-11','2030-12-21','208 484 6076','Portland','US','high priority',5615);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-12-10','2021-04-01','824 497 1221','Langzhong','CN','undercover',5616);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-06-16','2022-04-27','653 465 9478','Nizhnyaya Omka','RU','active',5617);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-03-22','2023-12-27','607 587 4689','Saint-Quentin-en-Yvelines','FR','completed',5618);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-11-02','2028-03-26','559 357 2351','Divichibazar','AZ','undercover surveillance',5619);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-10-01','2033-11-17','847 325 3081','Cimalati','ID','surveillance',5620);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-05-24','2006-03-08','217 942 5231','Boskovice','CZ','interception',5621);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-12-31','2006-12-14','725 904 1297','Solikamsk','RU','compromised',5622);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-09-10','2033-05-23','291 461 3169','La Goulette','TN','compromised',5623);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-05-03','2008-09-25','519 892 3388','Bratislava','SK','surveillance',5624);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-06-29','2021-01-06','240 623 0405','Trinaterra','PT','high priority',5625);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-04-07','2013-11-08','375 705 6572','Citeureup','ID','covert action',5626);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-04-28','2029-07-31','249 860 4767','Cimalati','ID','delayed',5627);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-08-16','2019-04-10','216 758 5644','Cimalati','ID','delayed',5628);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-02-11','2032-06-22','180 320 7428','Karkkila','FI','infiltration',5629);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-11-09','2010-11-27','100 660 5809','Huangjin','CN','counterintelligence',5630);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-08-21','2031-05-19','393 975 4215','Natonin','PH','active',5631);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-10-31','2006-09-08','930 834 6258','Zhigulevsk','RU','rescue',5632);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-07-26','2013-11-09','221 741 7194','Strasbourg','FR','undercover',5633);
